kode_kecamatan,kecamatan,adm4
district_code,district_name,11.01.01.1001
320615,Puspahiang,11.01.01.3162
320616,Tanjungjaya,11.01.01.3163
320617,Sukaraja,11.01.01.2517
320618,Salopa,11.01.01.3164
320619,Jatiwaras,11.01.01.3165
320620,Cineam,11.01.01.3166
320621,Karangjaya (Karang Jaya),11.01.01.3167
320622,Manonjaya,11.01.01.3168
320623,Gunungtanjung (Gunung Tanjung),11.01.01.3169
320624,Singaparna,11.01.01.3170
320625,Mangunreja,11.01.01.3171
320626,Sukarame,11.01.01.2781
320627,Cigalontang,11.01.01.3172
320628,Leuwisari,11.01.01.3173
320629,Padakembang,11.01.01.3174
320630,Sariwangi,11.01.01.3175
320631,Sukaratu,11.01.01.3176
320632,Cisayong,11.01.01.3177
320633,Sukahening,11.01.01.3178
320634,Rajapolah,11.01.01.3179
320635,Jamanis,11.01.01.3180
320636,Ciawi,11.01.01.2992
320637,Kadipaten,11.01.01.3181
320638,Pagerageung,11.01.01.3182
320639,Sukaresik,11.01.01.3183
320701,Ciamis,11.01.01.3184
320702,Cikoneng,11.01.01.3185
320703,Cijeungjing,11.01.01.3186
320704,Sadananya,11.01.01.3187
320705,Cidolog,11.01.01.3047
320706,Cihaurbeuti,11.01.01.3188
320707,Panumbangan,11.01.01.3189
320708,Panjalu,11.01.01.3190
320709,Kawali,11.01.01.3191
320710,Panawangan,11.01.01.3192
320711,Cipaku,11.01.01.3193
320712,Jatinagara,11.01.01.3194
320713,Rajadesa,11.01.01.3195
320714,Sukadana,11.01.01.2698
320715,Rancah,11.01.01.3196
320716,Tambaksari,11.01.01.3197
320717,Lakbok,11.01.01.3198
320718,Banjarsari,11.01.01.3199
320719,Pamarican,11.01.01.3200
320729,Cimaragas,11.01.01.3201
320730,Cisaga,11.01.01.3202
320731,Sindangkasih,11.01.01.3203
320732,Baregbeg,11.01.01.3204
320733,Sukamantri,11.01.01.3205
320734,Lumbung,11.01.01.3206
320735,Purwadadi,11.01.01.3207
320737,Banjaranyar,11.01.01.3208
320801,Kadugede,11.01.01.3209
320802,Ciniru,11.01.01.3210
320803,Subang,11.01.01.3211
320804,Ciwaru,11.01.01.3212
320805,Cibingbin,11.01.01.3213
320806,Luragung,11.01.01.3214
320807,Lebakwangi,11.01.01.3215
320808,Garawangi,11.01.01.3216
320809,Kuningan,11.01.01.3217
320810,Ciawigebang,11.01.01.3218
320811,Cidahu,11.01.01.3024
320812,Jalaksana,11.01.01.3219
320813,Cilimus,11.01.01.3220
320814,Mandirancan,11.01.01.3221
320815,Selajambe,11.01.01.3222
320816,Kramatmulya (Kramat Mulya),11.01.01.3223
320817,Darma,11.01.01.3224
320818,Cigugur,11.01.01.3225
320819,Pasawahan,11.01.01.3226
320820,Nusaherang,11.01.01.3227
320821,Cipicung,11.01.01.3228
320822,Pancalang,11.01.01.3229
320823,Japara,11.01.01.3230
320824,Cimahi,11.01.01.3231
320825,Cilebak,11.01.01.3232
320826,Hantara,11.01.01.3233
320827,Kalimanggis,11.01.01.3234
320828,Cibeureum,11.01.01.3235
320829,Karang Kancana (Karangkancana),11.01.01.3236
320830,Maleber,11.01.01.3237
320831,Sindangagung (Sindang Agung),11.01.01.3238
320832,Cigandamekar,11.01.01.3239
320901,Waled,11.01.01.3240
320902,Ciledug,11.01.01.3241
320903,Losari,11.01.01.3242
320904,Pabedilan,11.01.01.3243
320905,Babakan,11.01.01.3244
320906,Karangsembung,11.01.01.3245
320907,Lemahabang,11.01.01.3246
320908,Susukan Lebak,11.01.01.3247
320909,Sedong,11.01.01.3248
320910,Astanajapura,11.01.01.3249
320911,Pangenan,11.01.01.3250
320912,Mundu,11.01.01.3251
320913,Beber,11.01.01.3252
320914,Talun (Cirebon Selatan),11.01.01.3253
320915,Sumber,11.01.01.3254
320916,Dukupuntang,11.01.01.3255
320917,Palimanan,11.01.01.3256
320918,Plumbon,11.01.01.3257
320919,Weru,11.01.01.3258
320920,Kedawung,11.01.01.3259
320921,Gunung Jati (Cirebon Utara),11.01.01.3260
320922,Kapetakan,11.01.01.3261
320923,Klangenan,11.01.01.3262
320924,Arjawinangun,11.01.01.3263
320925,Panguragan,11.01.01.3264
320926,Ciwaringin,11.01.01.3265
320927,Susukan,11.01.01.3266
320928,Gegesik,11.01.01.3267
320929,Kaliwedi,11.01.01.3268
320930,Gebang,11.01.01.1359
320931,Depok,11.01.01.3269
320932,Pasaleman,11.01.01.3270
320933,Pabuaran,11.01.01.3041
320934,Karangwareng,11.01.01.3271
320935,Tengah Tani,11.01.01.3272
320936,Plered,11.01.01.3273
320937,Gempol,11.01.01.3274
320938,Greged (Greget),11.01.01.3275
320939,Suranenggala,11.01.01.3276
320940,Jamblang,11.01.01.3277
321001,Lemahsugih,11.01.01.3278
321002,Bantarujeg,11.01.01.3279
321003,Cikijing,11.01.01.3280
321004,Talaga,11.01.01.3281
321005,Argapura,11.01.01.3282
321006,Maja,11.01.01.3283
321007,Majalengka,11.01.01.3284
321008,Sukahaji,11.01.01.3285
321009,Rajagaluh,11.01.01.3286
321010,Leuwimunding,11.01.01.3287
321011,Jatiwangi,11.01.01.3288
321012,Dawuan,11.01.01.3289
321013,Kadipaten,11.01.01.3181
321014,Kertajati,11.01.01.3290
321015,Jatitujuh,11.01.01.3291
321016,Ligung,11.01.01.3292
321017,Sumberjaya,11.01.01.3293
321018,Panyingkiran,11.01.01.3294
321019,Palasah,11.01.01.3295
321020,Cigasong,11.01.01.3296
321021,Sindangwangi,11.01.01.3297
321022,Banjaran,11.01.01.3090
321023,Cingambul,11.01.01.3298
321024,Kasokandel,11.01.01.3299
321025,Sindang,11.01.01.3300
321026,Malausma,11.01.01.3301
321101,Wado,11.01.01.3302
321102,Jatinunggal,11.01.01.3303
321103,Darmaraja,11.01.01.3304
321104,Cibugel,11.01.01.3305
321105,Cisitu,11.01.01.3306
321106,Situraja,11.01.01.3307
321107,Conggeang,11.01.01.3308
321108,Paseh,11.01.01.3104
321109,Surian,11.01.01.3309
321110,Buahdua,11.01.01.3310
321111,Tanjungsari,11.01.01.3003
321112,Sukasari,11.01.01.3311
321113,Pamulihan,11.01.01.3141
321114,Cimanggung,11.01.01.3312
321115,Jatinangor,11.01.01.3313
321116,Rancakalong,11.01.01.3314
321117,Sumedang Selatan,11.01.01.3315
321118,Sumedang Utara,11.01.01.3316
321119,Ganeas,11.01.01.3317
321120,Tanjungkerta,11.01.01.3318
321121,Tanjungmedar,11.01.01.3319
321122,Cimalaka,11.01.01.3320
321123,Cisarua,11.01.01.2993
321124,Tomo,11.01.01.3321
321125,Ujungjaya,11.01.01.3322
321126,Jatigede,11.01.01.3323
321201,Haurgeulis,11.01.01.3324
321202,Kroya,11.01.01.3325
321203,Gabuswetan,11.01.01.3326
321204,Cikedung,11.01.01.3327
321205,Lelea,11.01.01.3328
321206,Bangodua,11.01.01.3329
321207,Widasari,11.01.01.3330
321208,Kertasemaya,11.01.01.3331
321209,Krangkeng,11.01.01.3332
321210,Karangampel,11.01.01.3333
321211,Juntinyuat,11.01.01.3334
321212,Sliyeg,11.01.01.3335
321213,Jatibarang,11.01.01.3336
321214,Balongan,11.01.01.3337
321215,Indramayu,11.01.01.3338
321216,Sindang,11.01.01.3300
321217,Cantigi,11.01.01.3339
321218,Lohbener,11.01.01.3340
321219,Arahan,11.01.01.3341
321220,Losarang,11.01.01.3342
321221,Kandanghaur,11.01.01.3343
321222,Bongas,11.01.01.3344
321223,Anjatan,11.01.01.3345
321224,Sukra,11.01.01.3346
321225,Gantar,11.01.01.3347
321226,Terisi (Trisi),11.01.01.3348
321227,Sukagumiwang,11.01.01.3349
321228,Kedokan Bunder,11.01.01.3350
321229,Pasekan,11.01.01.3351
321230,Tukdana,11.01.01.3352
321231,Patrol,11.01.01.3353
321301,Sagalaherang,11.01.01.3354
321302,Cisalak,11.01.01.3355
321303,Subang,11.01.01.3211
321304,Kalijati,11.01.01.3356
321305,Pabuaran,11.01.01.3041
321306,Purwadadi,11.01.01.3207
321307,Pagaden,11.01.01.3357
321308,Binong,11.01.01.3358
321309,Ciasem,11.01.01.3359
321310,Pusakanagara,11.01.01.3360
321311,Pamanukan,11.01.01.3361
321312,Jalancagak,11.01.01.3362
321313,Blanakan,11.01.01.3363
321314,Tanjungsiang,11.01.01.3364
321315,Compreng,11.01.01.3365
321316,Patokbeusi,11.01.01.3366
321317,Cibogo,11.01.01.3367
321318,Cipunagara,11.01.01.3368
321319,Cijambe,11.01.01.3369
321320,Cipeundeuy,11.01.01.3370
321321,Legonkulon,11.01.01.3371
321322,Cikaum,11.01.01.3372
321323,Serangpanjang,11.01.01.3373
321324,Sukasari,11.01.01.3311
321325,Tambakdahan,11.01.01.3374
321326,Kasomalang,11.01.01.3375
321327,Dawuan,11.01.01.3289
321328,Pagaden Barat,11.01.01.3376
321329,Ciater,11.01.01.3377
321330,Pusakajaya,11.01.01.3378
321401,Purwakarta,11.01.01.3379
321402,Campaka,11.01.01.3066
321403,Jatiluhur,11.01.01.3380
321404,Plered,11.01.01.3273
321405,Sukatani,11.01.01.3381
321406,Darangdan,11.01.01.3382
321407,Maniis,11.01.01.3383
321408,Tegalwaru (Tegal Waru),11.01.01.3384
321409,Wanayasa,11.01.01.3385
321410,Pasawahan,11.01.01.3226
321411,Bojong,11.01.01.3386
321412,Babakancikao,11.01.01.3387
321413,Bungursari,11.01.01.3388
321414,Cibatu,11.01.01.3122
321415,Sukasari,11.01.01.3311
321416,Pondoksalam,11.01.01.3389
321417,Kiarapedes,11.01.01.3390
321501,Karawang Barat,11.01.01.3391
321502,Pangkalan,11.01.01.3392
321503,Telukjambe Timur,11.01.01.3393
321504,Ciampel,11.01.01.3394
321505,Klari,11.01.01.3395
321506,Rengasdengklok,11.01.01.3396
321507,Kutawaluya,11.01.01.3397
321508,Batujaya,11.01.01.3398
321509,Tirtajaya,11.01.01.3399
321510,Pedes,11.01.01.3400
321511,Cibuaya,11.01.01.3401
321512,Pakisjaya,11.01.01.3402
321513,Cikampek,11.01.01.3403
321514,Jatisari,11.01.01.3404
321515,Cilamaya Wetan,11.01.01.3405
321516,Tirtamulya,11.01.01.3406
321517,Telagasari (Talagasari),11.01.01.3407
321518,Rawamerta,11.01.01.3408
321519,Lemahabang,11.01.01.3246
321520,Tempuran,11.01.01.3409
321521,Majalaya,11.01.01.3102
321522,Jayakerta,11.01.01.3410
321523,Cilamaya Kulon,11.01.01.3411
321524,Banyusari,11.01.01.3412
321525,Kota Baru (Kotabaru),11.01.01.3413
321526,Karawang Timur,11.01.01.3414
321527,Telukjambe Barat,11.01.01.3415
321528,Tegalwaru,11.01.01.3416
321529,Purwasari,11.01.01.3417
321530,Cilebar,11.01.01.3418
321601,Tarumajaya,11.01.01.3419
321602,Babelan,11.01.01.3420
321603,Sukawangi,11.01.01.3421
321604,Tambelang,11.01.01.3422
321605,Tambun Utara,11.01.01.3423
321606,Tambun Selatan,11.01.01.3424
321607,Cibitung,11.01.01.3032
321608,Cikarang Barat,11.01.01.3425
321609,Cikarang Utara,11.01.01.3426
321610,Karang Bahagia (Karangbahagia),11.01.01.3427
321611,Cikarang Timur,11.01.01.3428
321612,Kedung Waringin,11.01.01.3429
321613,Pebayuran,11.01.01.3430
321614,Sukakarya,11.01.01.1271
321615,Sukatani,11.01.01.3381
321616,Cabangbungin,11.01.01.3431
321617,Muaragembong (Muara Gembong),11.01.01.3432
321618,Setu,11.01.01.3433
321619,Cikarang Selatan,11.01.01.3434
321620,Cikarang Pusat,11.01.01.3435
321621,Serang Baru,11.01.01.3436
321622,Cibarusah,11.01.01.3437
321623,Bojongmangu,11.01.01.3438
321701,Lembang,11.01.01.3439
321702,Parongpong,11.01.01.3440
321703,Cisarua,11.01.01.2993
321704,Cikalongwetan (Cikalong Wetan),11.01.01.3441
321705,Cipeundeuy,11.01.01.3370
321706,Ngamprah,11.01.01.3442
321707,Cipatat,11.01.01.3443
321708,Padalarang,11.01.01.3444
321709,Batujajar,11.01.01.3445
321710,Cihampelas,11.01.01.3446
321711,Cililin,11.01.01.3447
321712,Cipongkor,11.01.01.3448
321713,Rongga,11.01.01.3449
321714,Sindangkerta,11.01.01.3450
321715,Gununghalu,11.01.01.3451
321716,Saguling,11.01.01.3452
321801,Parigi,11.01.01.3453
321802,Cijulang,11.01.01.3454
321803,Cimerak,11.01.01.3455
321804,Cigugur,11.01.01.3225
321805,Langkaplancar,11.01.01.3456
321806,Mangunjaya,11.01.01.3457
321807,Padaherang,11.01.01.3458
321808,Kalipucang,11.01.01.3459
321809,Pangandaran,11.01.01.3460
321810,Sidamulih,11.01.01.3461
327101,Bogor Selatan,11.01.01.3462
327102,Bogor Timur,11.01.01.3463
327103,Bogor Tengah,11.01.01.3464
327104,Bogor Barat,11.01.01.3465
327105,Bogor Utara,11.01.01.3466
327106,Tanah Sareal (Tanah Sereal),11.01.01.3467
327201,Gunung Puyuh (Gunungpuyuh),11.01.01.3468
327202,Cikole,11.01.01.3469
327203,Citamiang,11.01.01.3470
327204,Warudoyong,11.01.01.3471
327205,Baros,11.01.01.3472
327206,Lembursitu,11.01.01.3473
327207,Cibeureum,11.01.01.3235
327301,Sukasari,11.01.01.3311
327302,Coblong,11.01.01.3474
327303,Babakan Ciparay,11.01.01.3475
327304,Bojongloa Kaler,11.01.01.3476
327305,Andir,11.01.01.3477
327306,Cicendo,11.01.01.3478
327307,Sukajadi,11.01.01.2061
327308,Cidadap,11.01.01.3048
327309,Bandung Wetan,11.01.01.3479
327310,Astana Anyar,11.01.01.3480
327311,Regol,11.01.01.3481
327312,Batununggal,11.01.01.3482
327313,Lengkong,11.01.01.3014
327314,Cibeunying Kidul,11.01.01.3483
327315,Bandung Kulon,11.01.01.3484
327316,Kiaracondong,11.01.01.3485
327317,Bojongloa Kidul,11.01.01.3486
327318,Cibeunying Kaler,11.01.01.3487
327319,Sumur Bandung,11.01.01.3488
327320,Antapani (Cicadas),11.01.01.3489
327321,Bandung Kidul,11.01.01.3490
327322,Buahbatu,11.01.01.3491
327323,Rancasari,11.01.01.3492
327324,Arcamanik,11.01.01.3493
327325,Cibiru,11.01.01.3494
327326,Ujungberung (Ujung Berung),11.01.01.3495
327327,Gedebage,11.01.01.3496
327328,Panyileukan,11.01.01.3497
327329,Cinambo,11.01.01.3498
327330,Mandalajati,11.01.01.3499
327401,Kejaksan,11.01.01.3500
327402,Lemahwungkuk (Lemah Wungkuk),11.01.01.3501
327403,Harjamukti,11.01.01.3502
327404,Pekalipan,11.01.01.3503
327405,Kesambi,11.01.01.3504
327501,Bekasi Timur,11.01.01.3505
327502,Bekasi Barat,11.01.01.3506
327503,Bekasi Utara,11.01.01.3507
327504,Bekasi Selatan,11.01.01.3508
327505,Rawalumbu,11.01.01.3509
327506,Medansatria (Medan Satria),11.01.01.3510
327507,Bantargebang (Bantar Gebang),11.01.01.3511
327508,Pondokgede (Pondok Gede),11.01.01.3512
327509,Jatiasih,11.01.01.3513
327510,Jatisampurna (Jati Sampurna),11.01.01.3514
327511,Mustikajaya (Mustika Jaya),11.01.01.3515
327512,Pondokmelati (Pondok Melati),11.01.01.3516
327601,Pancoran Mas,11.01.01.3517
327602,Cimanggis,11.01.01.3518
327603,Sawangan,11.01.01.3519
327604,Limo,11.01.01.3520
327605,Sukmajaya,11.01.01.3521
327606,Beji,11.01.01.3522
327607,Cipayung,11.01.01.2969
327608,Cilodong,11.01.01.3523
327609,Cinere,11.01.01.3524
327610,Tapos,11.01.01.3525
327611,Bojongsari,11.01.01.3526
327701,Cimahi Selatan,11.01.01.3527
327702,Cimahi Tengah,11.01.01.3528
327703,Cimahi Utara,11.01.01.3529
327801,Cihideung,11.01.01.3530
327802,Cipedes,11.01.01.3531
327803,Tawang,11.01.01.3532
327804,Indihiang,11.01.01.3533
327805,Kawalu,11.01.01.3534
327806,Cibeureum,11.01.01.3235
327807,Tamansari,11.01.01.2999
327808,Mangkubumi,11.01.01.3535
327809,Bungursari,11.01.01.3388
327810,Purbaratu,11.01.01.3536
327901,Banjar,11.01.01.3537
327902,Pataruman,11.01.01.3538
327903,Purwaharja,11.01.01.3539
327904,Langensari,11.01.01.3540
330101,Kedungreja,11.01.01.3541
330102,Kesugihan,11.01.01.3542
330103,Adipala,11.01.01.3543
330104,Binangun,11.01.01.3544
330105,Nusawungu,11.01.01.3545
330106,Kroya,11.01.01.3325
330107,Maos,11.01.01.3546
330108,Jeruklegi,11.01.01.3547
330109,Kawunganten,11.01.01.3548
330110,Gandrungmangu,11.01.01.3549
330111,Sidareja,11.01.01.3550
330112,Karangpucung,11.01.01.3551
330113,Cimanggu,11.01.01.3050
330114,Majenang,11.01.01.3552
330115,Wanareja,11.01.01.3553
330116,Dayeuhluhur,11.01.01.3554
330117,Sampang,11.01.01.3555
330118,Cipari,11.01.01.3556
330119,Patimuan,11.01.01.3557
330120,Bantarsari,11.01.01.3558
330121,Cilacap Selatan,11.01.01.3559
330122,Cilacap Tengah,11.01.01.3560
330123,Cilacap Utara,11.01.01.3561
330124,Kampung Laut,11.01.01.3562
330201,Lumbir,11.01.01.3563
330202,Wangon,11.01.01.3564
330203,Jatilawang,11.01.01.3565
330204,Rawalo,11.01.01.3566
330205,Kebasen,11.01.01.3567
330206,Kemranjen,11.01.01.3568
330207,Sumpiuh,11.01.01.3569
330208,Tambak,11.01.01.3570
330209,Somagede,11.01.01.3571
330210,Kalibagor,11.01.01.3572
330211,Banyumas,11.01.01.2752
330212,Patikraja,11.01.01.3573
330213,Purwojati,11.01.01.3574
330214,Ajibarang,11.01.01.3575
330215,Gumelar,11.01.01.3576
330216,Pekuncen,11.01.01.3577
330217,Cilongok,11.01.01.3578
330218,Karanglewas,11.01.01.3579
330219,Sokaraja,11.01.01.3580
330220,Kembaran,11.01.01.3581
330221,Sumbang,11.01.01.3582
330222,Baturraden (Baturaden),11.01.01.3583
330223,Kedungbanteng (Kedung Banteng),11.01.01.3584
330224,Purwokerto Selatan,11.01.01.3585
330225,Purwokerto Barat,11.01.01.3586
330226,Purwokerto Timur,11.01.01.3587
330227,Purwokerto Utara,11.01.01.3588
330301,Kemangkon,11.01.01.3589
330302,Bukateja,11.01.01.3590
330303,Kejobong,11.01.01.3591
330304,Kaligondang,11.01.01.3592
330305,Purbalingga,11.01.01.3593
330306,Kalimanah,11.01.01.3594
330307,Kutasari,11.01.01.3595
330308,Mrebet,11.01.01.3596
330309,Bobotsari,11.01.01.3597
330310,Karangreja,11.01.01.3598
330311,Karanganyar,11.01.01.3599
330312,Karangmoncol,11.01.01.3600
330313,Rembang,11.01.01.3601
330314,Bojongsari,11.01.01.3526
330315,Padamara,11.01.01.3602
330316,Pengadegan,11.01.01.3603
330317,Karangjambu,11.01.01.3604
330318,Kertanegara,11.01.01.3605
330401,Susukan,11.01.01.3266
330402,Purworeja Klampok (Purworejo Klampok),11.01.01.3606
330403,Mandiraja,11.01.01.3607
330404,Purwanegara (Purwonegoro),11.01.01.3608
330405,Bawang,11.01.01.3609
330406,Banjarnegara,11.01.01.3610
330407,Sigaluh,11.01.01.3611
330408,Madukara,11.01.01.3612
330409,Banjarmangu,11.01.01.3613
330410,Wanadadi (Wonodadi),11.01.01.3614
330411,Rakit,11.01.01.3615
330412,Punggelan,11.01.01.3616
330413,Karangkobar,11.01.01.3617
330414,Pagentan,11.01.01.3618
330415,Pejawaran,11.01.01.3619
330416,Batur,11.01.01.3620
330417,Wanayasa,11.01.01.3385
330418,Kalibening,11.01.01.3621
330419,Pandanarum,11.01.01.3622
330420,Pagedongan,11.01.01.3623
330501,Ayah,11.01.01.3624
330502,Buayan,11.01.01.3625
330503,Puring,11.01.01.3626
330504,Petanahan,11.01.01.3627
330505,Klirong,11.01.01.3628
330506,Buluspesantren,11.01.01.3629
330507,Ambal,11.01.01.3630
330508,Mirit,11.01.01.3631
330509,Prembun,11.01.01.3632
330510,Kutowinangun,11.01.01.3633
330511,Alian (Aliyan),11.01.01.3634
330512,Kebumen,11.01.01.3635
330513,Pejagoan,11.01.01.3636
330514,Sruweng,11.01.01.3637
330515,Adimulyo,11.01.01.3638
330516,Kuwarasan,11.01.01.3639
330517,Rowokele,11.01.01.3640
330518,Sempor,11.01.01.3641
330519,Gombong,11.01.01.3642
330520,Karanganyar,11.01.01.3599
330521,Karanggayam,11.01.01.3643
330522,Sadang,11.01.01.3644
330523,Bonorowo,11.01.01.3645
330524,Padureso,11.01.01.3646
330525,Poncowarno,11.01.01.3647
330526,Karangsambung,11.01.01.3648
330601,Grabag,11.01.01.3649
330602,Ngombol,11.01.01.3650
330603,Purwodadi,11.01.01.2307
330604,Bagelen,11.01.01.3651
330605,Kaligesing,11.01.01.3652
330606,Purworejo,11.01.01.3653
330607,Banyuurip,11.01.01.3654
330608,Bayan,11.01.01.3655
330609,Kutoarjo,11.01.01.3656
330610,Butuh,11.01.01.3657
330611,Pituruh,11.01.01.3658
330612,Kemiri,11.01.01.3659
330613,Bruno,11.01.01.3660
330614,Gebang,11.01.01.1359
330615,Loano,11.01.01.3661
330616,Bener,11.01.01.3662
330701,Wadaslintang,11.01.01.3663
330702,Kepil,11.01.01.3664
330703,Sapuran,11.01.01.3665
330704,Kaliwiro,11.01.01.3666
330705,Leksono,11.01.01.3667
330706,Selomerto,11.01.01.3668
330707,Kalikajar,11.01.01.3669
330708,Kertek,11.01.01.3670
330709,Wonosobo,11.01.01.2680
330710,Watumalang,11.01.01.3671
330711,Mojotengah,11.01.01.3672
330712,Garung,11.01.01.3673
330713,Kejajar,11.01.01.3674
330714,Sukoharjo,11.01.01.2754
330715,Kalibawang,11.01.01.3675
330801,Salaman,11.01.01.3676
330802,Borobudur,11.01.01.3677
330803,Ngluwar,11.01.01.3678
330804,Salam,11.01.01.3679
330805,Srumbung,11.01.01.3680
330806,Dukun,11.01.01.3681
330807,Sawangan,11.01.01.3519
330808,Muntilan,11.01.01.3682
330809,Mungkid,11.01.01.3683
330810,Mertoyudan,11.01.01.3684
330811,Tempuran,11.01.01.3409
330812,Kajoran,11.01.01.3685
330813,Kaliangkrik,11.01.01.3686
330814,Bandongan,11.01.01.3687
330815,Candimulyo,11.01.01.3688
330816,Pakis,11.01.01.3689
330817,Ngablak,11.01.01.3690
330818,Grabag,11.01.01.3649
330819,Tegalrejo,11.01.01.3691
330820,Secang,11.01.01.3692
330821,Windusari,11.01.01.3693
330901,Selo,11.01.01.3694
330902,Ampel,11.01.01.3695
330903,Cepogo,11.01.01.3696
330904,Musuk,11.01.01.3697
330905,Boyolali,11.01.01.3698
330906,Mojosongo,11.01.01.3699
330907,Teras,11.01.01.3700
330908,Sawit,11.01.01.3701
330909,Banyudono,11.01.01.3702
330910,Sambi,11.01.01.3703
330911,Ngemplak,11.01.01.3704
330912,Nogosari,11.01.01.3705
330913,Simo,11.01.01.3706
330914,Karanggede,11.01.01.3707
330915,Klego,11.01.01.3708
330916,Andong,11.01.01.3709
330917,Kemusu,11.01.01.3710
330918,Wonosegoro,11.01.01.3711
330919,Juwangi,11.01.01.3712
330920,Gladagsari,11.01.01.3713
330921,Tamansari,11.01.01.2999
330922,Wonosamodro,11.01.01.3714
331001,Prambanan,11.01.01.3715
331002,Gantiwarno,11.01.01.3716
331003,Wedi,11.01.01.3717
331004,Bayat,11.01.01.3718
331005,Cawas,11.01.01.3719
331006,Trucuk,11.01.01.3720
331007,Kebonarum,11.01.01.3721
331008,Jogonalan,11.01.01.3722
331009,Manisrenggo,11.01.01.3723
331010,Karangnongko,11.01.01.3724
331011,Ceper,11.01.01.3725
331012,Pedan,11.01.01.3726
331013,Karangdowo,11.01.01.3727
331014,Juwiring,11.01.01.3728
331015,Wonosari,11.01.01.3729
331016,Delanggu,11.01.01.3730
331017,Polanharjo,11.01.01.3731
331018,Karanganom,11.01.01.3732
331019,Tulung,11.01.01.3733
331020,Jatinom,11.01.01.3734
331021,Kemalang,11.01.01.3735
331022,Ngawen,11.01.01.3736
331023,Kalikotes,11.01.01.3737
331024,Klaten Utara,11.01.01.3738
331025,Klaten Tengah,11.01.01.3739
331026,Klaten Selatan,11.01.01.3740
331101,Weru,11.01.01.3258
331102,Bulu,11.01.01.3741
331103,Tawangsari,11.01.01.3742
331104,Sukoharjo,11.01.01.2754
331105,Nguter,11.01.01.3743
331106,Bendosari,11.01.01.3744
331107,Polokarto,11.01.01.3745
331108,Mojolaban,11.01.01.3746
331109,Grogol,11.01.01.3747
331110,Baki,11.01.01.3748
331111,Gatak,11.01.01.3749
331112,Kartasura,11.01.01.3750
331201,Pracimantoro,11.01.01.3751
331202,Giritontro,11.01.01.3752
331203,Giriwoyo,11.01.01.3753
331204,Batuwarno,11.01.01.3754
331205,Tirtomoyo,11.01.01.3755
331206,Nguntoronadi,11.01.01.3756
331207,Baturetno,11.01.01.3757
331208,Eromoko,11.01.01.3758
331209,Wuryantoro,11.01.01.3759
331210,Manyaran,11.01.01.3760
331211,Selogiri,11.01.01.3761
331212,Wonogiri,11.01.01.3762
331213,Ngadirojo,11.01.01.3763
331214,Sidoharjo,11.01.01.3764
331215,Jatiroto,11.01.01.3765
331216,Kismantoro,11.01.01.3766
331217,Purwantoro,11.01.01.3767
331218,Bulukerto,11.01.01.3768
331219,Slogohimo,11.01.01.3769
331220,Jatisrono,11.01.01.3770
331221,Jatipurno,11.01.01.3771
331222,Girimarto,11.01.01.3772
331223,Karangtengah,11.01.01.3058
331224,Paranggupito,11.01.01.3773
331225,Puhpelem,11.01.01.3774
331301,Jatipuro,11.01.01.3775
331302,Jatiyoso,11.01.01.3776
331303,Jumapolo,11.01.01.3777
331304,Jumantono,11.01.01.3778
331305,Matesih,11.01.01.3779
331306,Tawangmangu,11.01.01.3780
331307,Ngargoyoso,11.01.01.3781
331308,Karangpandan,11.01.01.3782
331309,Karanganyar,11.01.01.3599
331310,Tasikmadu,11.01.01.3783
331311,Jaten,11.01.01.3784
331312,Colomadu,11.01.01.3785
331313,Gondangrejo,11.01.01.3786
331314,Kebakkramat,11.01.01.3787
331315,Mojogedang,11.01.01.3788
331316,Kerjo,11.01.01.3789
331317,Jenawi,11.01.01.3790
331401,Kalijambe,11.01.01.3791
331402,Plupuh,11.01.01.3792
331403,Masaran,11.01.01.3793
331404,Kedawung,11.01.01.3259
